地区,学校名称,搜学网名称,地域,属性,性质,类型,学校地址,联系电话,省级位置,地级位置,县级位置
吉林省,吉林省实验中学,吉林省实验中学（高中）,吉林省 长春市 朝阳区,省重点,公办,中学,吉林省长春市人民大街6465号,0431-85376541,吉林省,长春市,朝阳区
吉林省,梅河口第五中学,,,,,,,,,,
吉林省,长春市第二中学,长春市第二中学（长春二中）,吉林省 长春市 朝阳区,省重点,公办,中学,吉林省长春市朝阳区清和街38号,0431-88524768,吉林省,长春市,朝阳区
吉林省,吉化第一高级中学,吉化第一高级中学（吉化一中）,吉林省 吉林市 龙潭区,省重点,公办,中学,吉林省吉林市龙潭区武汉路25号,0432－63968098,吉林省,吉林市,龙潭区
江苏省,南京师范大学附属中学,南京师范大学附属中学,江苏省 南京市 鼓楼区,省重点,公办,中学,南京市鼓楼区察哈尔路37号（校本部）,0527-82898588,江苏省,南京市,鼓楼区
江苏省,南京外国语学校,南京外国语学校,江苏省 南京市 玄武区,省重点,民办,中学,江苏省南京市玄武区北京东路30号,025-84555412,江苏省,南京市,玄武区
江苏省,南京外国语学校,南京外国语学校,江苏省 南京市 玄武区,市重点,民办,中学,江苏省南京市玄武区北京东路30号,025-83282300,江苏省,南京市,玄武区
江苏省,天一中学,江苏省天一中学,江苏省 无锡市 锡山区,省重点,公办,中学,江苏省无锡锡山区东亭二泉中路18号,0510-88223001,江苏省,无锡市,锡山区
江苏省,常州高级中学,江苏省常州高级中学,江苏省 常州市,省重点,公办,中学,江苏省常州市罗汉路8号,0519-88111202,江苏省,常州市,
江苏省,启东中学,江苏启东中学,江苏省 南通市 启东市,省重点,公办,中学,江苏省启东市人民西路2188号（高中部）/启东市民乐中路580号（初中部）,0513-83116432,江苏省,南通市,启东市
江苏省,苏州中学,江苏省苏州中学,江苏省 苏州市 沧浪区,省重点,公办,中学,江苏省苏州市人民路699号,0512-65194261  0512-65195262,江苏省,苏州市,沧浪区
江苏省,海门中学,江苏省海门中学,江苏省 南通市 海门市,省重点,公办,中学,江苏省海门市海门镇育才路1号,0513-82212218,江苏省,南通市,海门市
江苏省,扬州高级中学,,,,,,,,,,
江苏省,淮阴中学,江苏淮阴中学,江苏省 淮安市 淮阴区,省重点,公办,中学,江苏省淮安市解放东路99号,0517-83518888,江苏省,淮安市,淮阴区
江苏省,海安高级中学,,,,,,,,,,
江西省,江西师范大学附属中学,江西师范大学附属中学（师大附中）（初中）,江西省 南昌市 青山湖区,省重点,公办,中学,江西省南昌市青山湖区北京西路194号,0791-8507088,江西省,南昌市,青山湖区
江西省,抚州市临川第一中学,江西省临川第一中学（临川一中）,江西省 抚州市 临川区,省重点,公办,中学,江西省抚州市临川区上顿渡镇建设路205号,0794-8441447   0794-8430071,江西省,抚州市,临川区
江西省,九江市第一中学,江西九江第一中学,江西省 九江市 九江县,省重点,公办,中学,江西省九江市滨湖路1号,0792-8238623,江西省,九江市,九江县
江西省,南昌市第二中学,南昌二中（南昌市第二中学）,江西省 南昌市 青山湖区,省重点,公办,中学,江西省南昌市青山湖区绿茵路1282号,0791-83839278,江西省,南昌市,青山湖区
江西省,江西省吉安市第一中学,江西省吉安市第一中学（吉安市一中）,江西省 吉安市 吉州区,省重点,公办,中学,江西省吉安市吉州区沿江路97-1号,0796---8263254,江西省,吉安市,吉州区
江西省,余江县第一中学,余江县第一中学（余江一中）,江西省 鹰潭市 余江县,省重点,私立,中学,江西省鹰潭市余江县白塔路,0701-5885968,江西省,鹰潭市,余江县
江西省,南昌县莲塘第一中学,江西省南昌县莲塘第一中学（莲塘一中）,江西省 南昌市 南昌县,省重点,公办,中学,江西省南昌县莲塘镇澄湖西路1566号,0791-85761902,江西省,南昌市,南昌县
江西省,鹰潭市第一中学,江西省鹰潭市第一中学,江西省 鹰潭市,省重点,公办,中学,江西省鹰潭市胜利西路8号,0701-6221343  0701—6289277,江西省,鹰潭市,
江西省,赣州中学,赣州中学,江西省 赣州市 章贡区,普通,公办,中学,江西省赣州市章贡区赣康路20号,,江西省,赣州市,章贡区
江西省,抚州市临川第二中学,江西省临川第二中学,江西省 抚州市 临川区,省重点,公办,中学,江西省抚州临川区上顿渡镇龙津路67号,0794-8441448,江西省,抚州市,临川区
辽宁省,大连市第二十四中学,大连市第二十四中学,辽宁省 大连市 中山区,省重点,公办,中学,辽宁省大连市中山区解放路217号,0411-39912434 0411-82307507,辽宁省,大连市,中山区
辽宁省,东北育才中学,东北育才学校,辽宁省 沈阳市 和平区,省重点,公办,中学,辽宁省沈阳市和平区南一马路100号,024-23783945,辽宁省,沈阳市,和平区
辽宁省,本溪市高级中学,本溪市高级中学,辽宁省 本溪市 平山区,省重点,公办,中学,辽宁省本溪市平山区东明路91号,0414-3286000,辽宁省,本溪市,平山区
辽宁省,大连育明高级中学,大连育明高级中学,辽宁省 大连市 沙河口区,省重点,公办,中学,辽宁省大连市沙河口区杨树街70号,0411-84759193  0411-84759866 0411-8475,辽宁省,大连市,沙河口区
辽宁省,辽宁省实验中学,辽宁省实验中学,辽宁省 沈阳市 皇姑区,省重点,公办,中学,辽宁省沈阳市皇姑区黄河南大街 89 号/于洪区西江北街117号（北校）,024-86233600  024-89293107,辽宁省,沈阳市,皇姑区
辽宁省,辽宁省实验中学,辽宁省实验中学,辽宁省 沈阳市 皇姑区,省重点,公办,中学,辽宁省沈阳市皇姑区黄河南大街 89 号/于洪区西江北街117号（北校）,024-86233600  024-89293107,辽宁省,沈阳市,皇姑区
辽宁省,鞍山市第一中学,鞍山市第一中学（鞍山一中）,辽宁省 鞍山市,省重点,公办,中学,辽宁省鞍山市高新区鞍千路300号,0412-5227777,辽宁省,鞍山市,
辽宁省,沈阳市第二中学,沈阳市第二中学（沈阳二中）,辽宁省 沈阳市 沈河区,省重点,公办,中学,辽宁省沈阳市五爱街6号/沈北新区沈北路198号（高中部）,024-23900198  024-88086561,辽宁省,沈阳市,沈河区
辽宁省,辽河油田第一高级中学,辽河油田第一高中（辽油一高）,辽宁省 盘锦市 ,省重点,公办,中学,辽宁省盘锦市兴隆台区,0427-2884403   0427-2885424,辽宁省,盘锦市,
辽宁省,盘锦市高级中学,盘锦市高级中学,辽宁省 盘锦市 ,省重点,公办,中学,辽宁省盘锦市兴隆台区科技大街,0427-2216222,辽宁省,盘锦市,
辽宁省,阜新市实验中学,辽宁省阜新市实验中学,辽宁省 阜新市,省重点,公办,中学,辽宁省阜新市中华路95号,0418-6519437  0418-6519467,辽宁省,阜新市,
山东省,山东省实验中学,山东省实验中学,山东省 济南市 市中区,省重点,公办,中学,山东省济南市市中区经七路73号,0531-86926496 18243000924,山东省,济南市,市中区
山东省,山东省青岛第二中学,青岛第二中学（青岛二中）,山东省 青岛市 崂山区,省重点,公办,中学,山东省青岛市崂山区松岭路70号,0532-88907255,山东省,青岛市,崂山区
山东省,东营市胜利第一中学,山东东营市胜利第一中学（胜利一中）（原胜利油田一中）,山东省 东营市 ,市重点,公办,中学,山东东营市济南路55、66号,0546-8232013,山东省,东营市,
山东省,济南市历城第二中学,济南市历城第二中学（历城二中）,山东省 济南市 历城区,省重点,公办,中学,山东省济南市历城区董家843号,0531－88722886,山东省,济南市,历城区
山东省,东营市第一中学,东营区第一中学（东营一中）,山东省 东营市 东营区,省重点,公办,中学,山东省东营市东营区新区新泰路17号,0546-8261775,山东省,东营市,东营区
山东省,日照第一中学,日照第一中学（日照一中）,山东省 日照市 东港区,省重点,公办,中学,山东省日照市东港区日照北路30号,0633-8222086,山东省,日照市,东港区
山东省,淄博实验中学,淄博市实验中学,山东省 淄博市 张店区,省重点,公办,中学,山东省淄博市张周路11号,0533-2865532,山东省,淄博市,张店区
山东省,烟台第一中学,烟台一中（高中部）,山东省 烟台市 芝罘区,省重点,公办,中学,山东省烟台市芝罘区二马路17号,5354218848,山东省,烟台市,芝罘区
山东省,泰安第一中学,山东省泰安第一中学（泰安一中）,山东省 泰安市 泰山区,省重点,公办,中学,山东省泰安市泰山区青年路117号/虎山路169号/长城路和灵山大街交界,0538-6365109 0538- 8491085  0538-2187037,山东省,泰安市,泰山区
山东省,青岛五十八中,青岛第五十八中学,山东省 青岛市 李沧区,省重点,公办,中学,青岛市李沧区九水路20号,0532-87895410,山东省,青岛市,李沧区
山西省,山东大学附属中学,山东大学附属中学,山东省 济南市 历城区,省重点,公办,中学,山东省济南市历城区洪家楼北路177号,0531-88377096,山东省,济南市,历城区
山西省,太原市第五中学,太原市第五中学（太原五中）,山西省 太原市 迎泽区,省重点,公办,中学,山西省太原市迎泽区青年路49号,0351-4094288,山西省,太原市,迎泽区
山西省,山西省实验中学,山西省实验中学（太原市第十中学）,山西省 太原市 小店区,省重点,公办,中学,山西省太原市晋阳街201号,0351-7897022,山西省,太原市,小店区
山西省,晋城市第一中学,晋城市第一中学（晋城一中）,山西省 晋城市,省重点,公办,中学,山西省晋城市东大街963号,0356-3096875,山西省,晋城市,
山西省,忻州市第一中学,忻州市第一中学（忻州一中）,山西省 忻州市 忻府区,省重点,公办,中学,山西省忻州市忻府区和平街8号,0350-3025377,山西省,忻州市,忻府区
山西省,山西省运城市康杰中学,山西省运城市康杰中学,山西省 运城市,省重点,公办,中学,山西省运城市空港新区康杰北路10号,0359-2576010,山西省,运城市,
山西省,山西现代双语学校,山西现代双语学校,山西省 太原市 杏花岭区,区重点,民办,中学,山西省太原市龙堡街2号,0351-7835327,山西省,太原市,杏花岭区
山西省,临汾市第一中学,临汾市第一中学（临汾一中）,山西省 临汾市 尧都区,省重点,公办,中学,山西省临汾市尧都区鼓楼西街31号,0357-3377555,山西省,临汾市,尧都区
山西省,南平市第一中学,,,,,,,,,,
山西省,大同一中,大同第一中学（大同一中）,山西省 大同市 云州区,省重点,公办,中学,山西省大同市大同县师校街25号,0352-5196128,山西省,大同市,云州区
陕西省,西北工业大学附属中学,西北工业大学附属中学,陕西省 西安市 碑林区,省重点,公办,中学,陕西省西安市碑林区友谊西路127号,029 - 88492401 029 - 88494872,陕西省,西安市,碑林区
陕西省,西安高新第一中学,西安高新第一中学（高新一中）,陕西省 西安市 高新区,省重点,民办,中学,陕西省西安市高新区唐延路23号（西安海关南侧）,029-88323755,陕西省,西安市,高新区
陕西省,西安市铁一中学,西安市铁一中学,陕西省 西安市 碑林区,省重点,公办,中学,陕西省西安市友谊东路120号,029-82327079  029-82328008,陕西省,西安市,碑林区
陕西省,西安交通大学附属中学,西安交通大学附属中学（西安交大附中）,陕西省 西安市 碑林区,省重点,公办,中学,陕西省西安市兴庆南路135号/西安市雁翔路99号,029-82668353,陕西省,西安市,碑林区
陕西省,陕西师范大学附属中学,陕西师范大学附属中学（陕师大附中）,陕西省 西安市 雁塔区,省重点,公办,中学,陕西省西安市翠华南路115号,029-85265803,陕西省,西安市,雁塔区
陕西省,西安交通大学附属中学分校,西安交通大学附属中学（西安交大附中）,陕西省 西安市 碑林区,省重点,公办,中学,陕西省西安市兴庆南路135号/西安市雁翔路99号,029-82668353,陕西省,西安市,碑林区
陕西省,西安市第一中学,西安市第一中学（西安一中）,陕西省 西安市 莲湖区,省重点,公办,中学,陕西省西安市环城西路铁塔寺三号,029-88631130,陕西省,西安市,莲湖区
陕西省,宝鸡中学,陕西宝鸡中学,陕西省 宝鸡市,省重点,公办,中学,陕西省宝鸡市东开发区高新大道29号,0917-8625066,陕西省,宝鸡市,
陕西省,西安市第二十六中学,西安市第二十六中学,陕西省 西安市 碑林区,省重点,公办,中学,陕西省西安市建国路118号,029-87457967,陕西省,西安市,碑林区
陕西省,西安高级中学,西安高级中学,陕西省 西安市 碑林区,省重点,公办,中学,陕西省西安市碑林区东厅门85号/西安市未央区谭家街道渭滨路,029-83259399,陕西省,西安市,碑林区
上海市,上海中学,上海中学,上海市 闵行区,全国重点,公办,中学,上海市百色路989号（南大门：上中路400号）,021-64100430 64554819,上海市,上海市,闵行区
上海市,华东师范大学第二附属中学,华东师范大学第二附属中学（华师大二附中）,上海市 浦东新区,市重点,公办,中学,上海市浦东新区张江镇晨晖路555号（近地铁二号线张江高科站）,021-50801890,上海市,上海市,浦东新区
上海市,复旦大学附属中学,复旦大学附属中学,上海市 杨浦区,市重点,公办,中学,上海市杨浦区国权路383号,021-65640560,上海市,上海市,杨浦区
上海市,上海市七宝中学,上海市七宝中学,上海市 闵行区,市重点,公办,中学,上海市徐汇区农南路22号,021-64592100,上海市,上海市,闵行区
上海市,上海交通大学附属中学,上海交大附中本部,上海市 宝山区,市重点,公办,中学,上海殷高路42号,021- 65911010,上海市,上海市,宝山区
上海市,上海市格致中学,上海市格致中学,上海市 黄浦区,市重点,公办,中学,上海市黄浦区广西北路66号,021-63615180 021-63510228,上海市,上海市,黄浦区
上海市,上海市建平中学,上海市建平中学,上海市 浦东新区,市重点,公办,中学,上海市浦东新区崮山路517号,021-58851542,上海市,上海市,浦东新区
上海市,延安中学,上海市延安中学（高中部）,上海市 长宁区,市重点,公办,中学,上海市长宁区茅台路1111号,021-62901188,上海市,上海市,长宁区
上海市,上海市实验学校,上海市实验学校高中（上实）,上海市 浦东新区,市重点,公办,中学,上海市浦东新区东明路300号,021-50866819 50866067,上海市,上海市,浦东新区
上海市,上海市曹杨第二中学,上海市曹杨第二中学（曹杨二中）,上海市 普陀区,市重点,公办,中学,上海市普陀区梅川路160号,021-62548322  62853210 62548645,上海市,上海市,普陀区
四川省,成都市第七中学,成都市第七中学,四川省 成都市 高新区,省重点,公办,中学,四川省高新区剑南大道中段盛安街（高新校区）/林荫中街1号（林荫校区）,028-85483869  028-69152577,四川省,成都市,高新区
四川省,四川绵阳中学,四川绵阳中学,四川省 绵阳市 涪城区,省重点,公办,中学,四川省绵阳市剑门路西段26号,0816-2366440,四川省,绵阳市,涪城区
四川省,成都外国语学校,成都外国语学校,四川省 成都市 高新区,省重点,民办,中学,成都市高新西区百草路东段35号,028-87820768、87822188,四川省,成都市,高新区
四川省,成都树德中学,成都市树德中学（原成都九中）,四川省 成都市 青羊区,省重点,公办,中学,成都市宁夏街树德里４号,028-86697520,四川省,成都市,青羊区
四川省,绵阳东辰国际学校,四川绵阳东辰国际学校（中学部）,四川省 绵阳市 ,市重点,民办,中学,四川省绵阳市科创园区,0816-2324410,四川省,绵阳市,
四川省,成都石室中学,成都市石室中学（文庙校区）,四川省 成都市 青羊区,省重点,公办,中学,四川省成都市青羊区文庙前街93号,028-86119108 028-86139976,四川省,成都市,青羊区
四川省,成都七中嘉祥外国语学校,成都七中嘉祥外国语学校（本部）,四川省 成都市 锦江区,市重点,民办,中学,成都市锦江区晨辉北路6号（金象花园背后）,028-85911236、85913229,四川省,成都市,锦江区
四川省,成都实验外国语学校,成都实验外国语学校,四川省 成都市 温江区,省重点,公办,中学,成都市温江区花都大道东段489号,028-64888999， 64888777,四川省,成都市,温江区
四川省,四川省绵阳南山中学,绵阳南山中学,四川省 绵阳市,省重点,公办,中学,四川省绵阳市南塔路3号,0816-2862314,四川省,绵阳市,
四川省,西南交通大学附属中学,西南交通大学附属中学,四川省 成都市 金牛区,省重点,公办,中学,四川成都市交大路174号,028-87601806,四川省,成都市,金牛区
天津市,天津耀华中学,天津市耀华中学,天津市 和平区,全国重点,公办,中学,天津市和平区南京路106号,022-23394521,天津市,天津市,和平区
天津市,天津南开中学,天津市南开中学,天津市 南开区,全国重点,公办,中学,天津市南开区南开四马路22号,022—27483391,天津市,天津市,南开区
天津市,天津第一中学,天津第一中学（天津一中）,天津市 和平区,市重点,公办,中学,天津市和平区西安道117号,022-23392109,天津市,天津市,和平区
天津市,静海第一中学,天津市静海县第一中学（静海一中）,天津市 静海区,市重点,公办,中学,天津市静海县地纬路中段,022-68600800,天津市,天津市,静海区
天津市,宝坻一中,天津市宝坻区第一中学（宝坻一中）,天津市 宝坻区,市重点,公办,中学,天津市宝坻区海滨街北城路东段1号,022-29228996,天津市,天津市,宝坻区
天津市,蓟县一中,天津市蓟县第一中学（蓟县一中）,天津市,市重点,公办,中学,天津市蓟县迎宾路1号,022-29146214,天津市,,
天津市,天津实验中学,天津市实验中学,天津市 河西区,全国重点,公办,中学,天津市河西区平山道1号,022-23358689,天津市,天津市,河西区
天津市,天津市第二十中学,天津市第二十中学,天津市 和平区,市重点,公办,中学,天津市和平区湖北路59号,022-23391920,天津市,天津市,和平区
天津市,天津市第一百中学,天津市第一百中学,天津市 东丽区,市重点,公办,中学,天津市东丽区先锋路跃进路73号,022-84933657,天津市,天津市,东丽区
天津市,天津新华中学,天津新华中学,天津市 河西区,全国重点,公办,中学,天津市河西区马场道99号,022-23288278,天津市,天津市,河西区
云南省,云南师范大学附属中学,云南师范大学附属中学,云南省 昆明市 ,省重点,公办,中学,云南省昆明市高新开发区洪源路36号,0871-68312226  0871-68313609,云南省,昆明市,
云南省,曲靖市第一中学,曲靖一中,云南省 曲靖市 麒麟区,省重点,公办,中学,云南省曲靖市麒麟区内环东路86号,0874-3122416,云南省,曲靖市,麒麟区
云南省,昆明市第一中学,昆明市第一中学（昆明一中）,云南省 昆明市 五华区,省重点,公办,中学,云南省昆明市五华区西昌路233号,0871-5325970 15887078301,云南省,昆明市,五华区
云南省,玉溪市第一中学,云南省玉溪第一中学（玉溪一中）,云南省 玉溪市 ,省重点,公办,中学,云南省玉溪市太极路21号,0877-2024003  0877-8882095,云南省,玉溪市,
云南省,昆明市第三中学,昆明市第三中学,云南省 昆明市,省重点,公办,中学,云南昆明市书林街131号,（0871）3103131,云南省,昆明市,
云南省,昭通市第一中学,云南省昭通市第一中学（昭通一中）,云南省 昭通市 昭阳区,省重点,公办,中学,云南省昭通市昭阳区学生路181号,0870-2168019,云南省,昭通市,昭阳区
云南省,下关第一中学,下关镇第一中学（下关一中）,云南省 大理 大理市,省重点,公办,中学,云南省大理市下关龙溪路69号,0872—2121847,云南省,大理,大理市
云南省,云天化中学,云天化中学,云南省 昭通市 水富县,省重点,民办,中学,云南省昭通市水富县,0870-8667010,云南省,昭通市,水富县
云南省,云南腾冲县第一中学,云南省腾冲第一中学（腾冲一中）,云南省 保山市 腾冲县,省重点,公办,中学,云南省腾冲县腾越镇山源社区沙家巷小区1号,0875-5131137,云南省,保山市,腾冲县
云南省,临沧市第一中学,临沧市第一中学（临沧市一中）,云南省 临沧市,省重点,公办,中学,云南省临沧市灵山路1号,0883-2123988,云南省,临沧市,
浙江省,宁波镇海中学,宁波市镇海中学,浙江省 宁波市 镇海区,省重点,公办,中学,浙江省宁波市镇海区鼓楼东路32号,0574-86272378,浙江省,宁波市,镇海区
浙江省,杭州市第二中学,杭州二中滨江校区,浙江省 杭州市 滨江区,省重点,公办,中学,浙江省杭州市滨江区东信大道72-76号,0571-86696789  86053053,浙江省,杭州市,滨江区
浙江省,杭州学军中学,杭州市学军中学,浙江省 杭州市 西湖区,省重点,公办,中学,浙江省杭州市文三路188号,0571-88088529  0571-88052280,浙江省,杭州市,西湖区
浙江省,浙江省温州中学,浙江省温州中学,浙江省 温州市 瓯海区,省重点,公办,中学,浙江省温州市瓯海区梧田大道2号,0577-86760802　,浙江省,温州市,瓯海区
浙江省,乐成公立寄宿学校,乐清乐成公立寄宿学校,浙江省 温州市 乐清市,市重点,公办,中学,浙江省温州市乐清市城南街道朋岙村,0577-27882222 27886111 27886101,浙江省,温州市,乐清市
浙江省,杭州外国语学校,杭州市外国语学校,浙江省 杭州市 西湖区,省重点,公办,中学,浙江省杭州市小和山高教园299号,0571-85289110,浙江省,杭州市,西湖区
浙江省,宁波慈溪中学,浙江省慈溪中学,浙江省 宁波市 慈溪市,省重点,公办,中学,浙江省慈溪市浒山镇环城北路110号,0574-63023049,浙江省,宁波市,慈溪市
浙江省,诸暨中学,浙江省绍兴市诸暨中学,浙江省 绍兴市 诸暨市,省重点,公办,中学,浙江省绍兴市诸暨市暨阳路47号,0575-87011543,浙江省,绍兴市,诸暨市
浙江省,余姚中学,宁波市余姚中学,浙江省 宁波市 余姚市,省重点,公办,中学,浙江省余姚市四明西路392号,0574-62720390,浙江省,宁波市,余姚市
浙江省,金华市第一中学,浙江金华第一中学（金华一中）,浙江省 金华市 ,省重点,公办,中学,浙江省金华市金东区光南路1588号,0579-82190728,浙江省,金华市,
重庆市,重庆巴蜀中学,重庆市巴蜀中学,重庆市 渝中区,全国重点,公办,中学,重庆市渝中区北区路51号,023-63002371,重庆市,重庆市,渝中区
重庆市,重庆南开中学,重庆市南开中学,重庆市 沙坪坝区,全国重点,公办,中学,重庆市沙坪坝区沙南街一号,023-65312786,重庆市,重庆市,沙坪坝区
重庆市,重庆市第八中学,重庆市第八中学（重庆八中）,重庆市 沙坪坝区,市重点,公办,中学,重庆市沙坪坝区小龙坎正街96号,023-61703000,重庆市,重庆市,沙坪坝区
重庆市,重庆市第一中学,重庆市第一中学（重庆一中）,重庆市 沙坪坝区,市重点,公办,中学,重庆市沙坪坝区沙南街2号,023-65303495  65307121,重庆市,重庆市,沙坪坝区
重庆市,重庆市育才中学,重庆市育才中学,重庆市 九龙坡区,市重点,公办,中学,重庆市九龙坡区谢家湾正街92号,023-68822468 023-86051188,重庆市,重庆市,九龙坡区
重庆市,西南大学附属中学,西南大学附属中学（西大附中）,重庆市 北碚区,市重点,公办,中学,重庆市北碚区杜家街43号,023-68356002,重庆市,重庆市,北碚区
重庆市,重庆市第十八中学,重庆市第十八中学,重庆市 江北区,市重点,公办,中学,重庆市江北区鲤鱼池120号,023-67728942、67724703,重庆市,重庆市,江北区
重庆市,重庆外国语学校,重庆外国语学校（重庆一外）,重庆市 九龙坡区,市重点,公办,中学,重庆市高新区石桥铺红育坡1号（A区）重庆市九龙园区华龙大道10号（B区）,023-68612896,重庆市,重庆市,九龙坡区
重庆市,重庆市第十一中学,重庆市第十一中学,重庆市 南岸区,市重点,公办,中学,重庆市南岸区弹子石,023-62511889,重庆市,重庆市,南岸区
重庆市,重庆市实验中学,重庆市巴县中学（重庆实验中学）,重庆市 巴南区,市重点,公办,中学,重庆市巴南区鱼洞镇黄溪口18号,（023）66222304 （023）66239113,重庆市,重庆市,巴南区
